(2402793.0239753914, 5193.538036110112, -349.31794289150275)
(337972.56108300644, 6451.477984228404, -1189.256809084327)
(47542.012707708636, 6626.417653023964, -1307.4000708002131)
(6691.049347864464, 6649.026790910284, -1324.0180487628095)
(945.0918605580227, 6650.210352745489, -1326.3558685139287)
(136.88410945178475, 6648.380931437714, -1326.6850510262884)
(23.20308340131305, 6646.12848595425, -1326.7316808196483)
(7.212001946754754, 6643.817214353476, -1326.7385747894878)
(4.961502781952731, 6641.498339376994, -1326.7398844618583)
(4.643707143259235, 6639.1791460773675, -1326.7405029182555)
(4.597777660819702, 6636.860580329085, -1326.7409121908713)
(4.590119715430774, 6634.542714891722, -1326.741321463487)
(4.587873263517395, 6632.225740759168, -1326.741758020944)
(4.586254362948239, 6629.909566981951, -1326.7421763885068)
(4.5848901208955795, 6627.59416627523, -1326.7426038510166)
(4.5834440243197605, 6625.279656873317, -1326.7429949337384)
(4.5819979277439415, 6622.965929636848, -1326.7434314911952)
(4.580651875585318, 6620.652984565822, -1326.743777099182)
(4.579169399221428, 6618.34082166024, -1326.744313701056)
(4.577805157168768, 6616.0294500150485, -1326.7446865938837)
(4.576377250486985, 6613.718987864559, -1326.7450412968174)
(4.575031198328361, 6611.409226024989, -1326.7454323795391)
(4.573576006805524, 6609.100282730651, -1326.745932601625)
(4.572175384964794, 6606.792267120909, -1326.7463327792939)
(4.57074747828301, 6604.485006391769, -1326.7467329569627)
(4.569383236230351, 6602.178491448285, -1326.7471604194725)
(4.567873475025408, 6599.8728314298205, -1326.7476242617704)
(4.566563802654855, 6597.567853532382, -1326.747951679863)
(4.565108611132018, 6595.263857889222, -1326.7483700474259)
(4.563762558973394, 6592.960617126664, -1326.7487520352006)
(4.562234607874416, 6590.658049390186, -1326.7491794977104)
(4.560961315291934, 6588.356445718091, -1326.7495705804322)
(4.5595243136631325, 6586.055569641758, -1326.750016232836)
(4.5580782170873135, 6583.755548490444, -1326.750480075134)
(4.556750354822725, 6581.45629131468, -1326.7508347780677)
(4.5552496885648, 6579.157843589201, -1326.7512440506835)
(4.5539127313531935, 6576.860250788741, -1326.7517260828754)
(4.552539394353516, 6574.563358299201, -1326.752062595915)
(4.551075107883662, 6572.267257070052, -1326.7524809634779)
(4.5496472012018785, 6569.97211081034, -1326.7528538563056)
(4.5483375288313255, 6567.677610291867, -1326.7532995087095)
(4.546864147414453, 6565.384028363042, -1326.7537451611133)
(4.545518095255829, 6563.091155840084, -1326.754136243835)
(4.544117473415099, 6560.799092767411, -1326.754554611398)
(4.542662281892262, 6558.5078573349165, -1326.7549820739077)
(4.541307134786621, 6556.217440447654, -1326.7553731566295)
(4.539897417998873, 6553.9278875803575, -1326.7557551444042)
(4.5385604607872665, 6551.639035023982, -1326.7562098917551)
(4.537077984423377, 6549.350955538102, -1326.756610069424)
(4.535650077741593, 6547.063667312614, -1326.7570284369867)
(4.534349500318058, 6544.777252202039, -1326.7573649500264)
(4.532985258265398, 6542.491601067013, -1326.7578287923243)
(4.531520971795544, 6540.206804857007, -1326.758174400311)
(4.530120349954814, 6537.922772622551, -1326.7586200527148)
(4.528737918008119, 6535.639558933326, -1326.7590657051187)
(4.527310011326335, 6533.357091029757, -1326.7593567434233)
(4.525982149061747, 6531.075441671419, -1326.7598478705622)
(4.524545147432946, 6528.794583573472, -1326.760266238125)
(4.523190000327304, 6526.514553115703, -1326.7606300360058)
(4.521780283539556, 6524.235295728431, -1326.7610665934626)
(4.5204524212749675, 6521.9568114116555, -1326.7614122014493)
(4.518915375228971, 6519.679172924953, -1326.7618851386942)
(4.517623892752454, 6517.402298413799, -1326.76229441131)
(4.516268745646812, 6515.126224257983, -1326.7626763990847)
(4.5148408389650285, 6512.850923172664, -1326.7630765767535)
(4.513440217124298, 6510.576431537629, -1326.7634949443163)
(4.512039595283568, 6508.302676593303, -1326.763840552303)
(4.510638973442838, 6506.029867523466, -1326.7642680148128)
(4.509283826337196, 6503.757686004974, -1326.7647318571107)
(4.507910489337519, 6501.4864321710775, -1326.7650774650974)
(4.506546247284859, 6499.2159332177835, -1326.7655231175013)
(4.505109245656058, 6496.946161860251, -1326.7659505800111)
(4.503772288444452, 6494.677236332791, -1326.7662961879978)
(4.502426236285828, 6492.409129350563, -1326.7667418404017)
(4.5008982851868495, 6490.141759059043, -1326.7671056382824)
(4.499561327975243, 6487.875207312754, -1326.7674967210041)
(4.498288035392761, 6485.6094104470685, -1326.767915088567)
(4.496814653975889, 6483.344477601349, -1326.7683061712887)
(4.4954231270821765, 6481.0802086867625, -1326.7687427287456)
(4.494058885029517, 6478.8168947416125, -1326.7691701912554)
(4.492676453082822, 6476.554253822542, -1326.7695521790301)
(4.49128492618911, 6474.292522398173, -1326.7699068819638)
(4.48992068413645, 6472.031491284724, -1326.7702888697386)
(4.488529157242738, 6469.771196861984, -1326.7707436170895)
(4.487219484872185, 6467.511784649105, -1326.7711074149702)
(4.485791578190401, 6465.253118221881, -1326.771525782533)
(4.484409146243706, 6462.9952430550475, -1326.7719532450428)
(4.483017619349994, 6460.738186433446, -1326.7723625176586)
(4.481598807615228, 6458.481930167181, -1326.7727263155393)
(4.480289135244675, 6456.226410591626, -1326.7731446831021)
(4.478970367927104, 6453.971718656248, -1326.773544860771)
(4.4775151764042675, 6451.717799791368, -1326.7739723232808)
(4.476096364669502, 6449.464690376772, -1326.7743452161085)
(4.474777597351931, 6447.212244893308, -1326.7747999634594)
(4.473449735087343, 6444.960690714652, -1326.775136476499)
(4.4720400182995945, 6442.709964176174, -1326.7755639390089)
(4.470603016670793, 6440.459937948617, -1326.7758822621545)
(4.4692842493532225, 6438.210748456186, -1326.7763551993994)
(4.467983671929687, 6435.962322939304, -1326.7767553770682)
(4.466501195565797, 6433.714679587865, -1326.777228314313)
(4.4651551434071735, 6431.467872971552, -1326.7775102576707)
(4.463754521566443, 6429.221748476266, -1326.7778831504984)
(4.462517608772032, 6426.976533475681, -1326.7783378978493)
(4.461007847567089, 6424.731973311282, -1326.778728980571)
(4.459698175196536, 6422.488295356743, -1326.7790836835047)
(4.458343028090894, 6420.245335903019, -1326.7795748106437)
(4.456906026462093, 6418.003240469261, -1326.7799386085244)
(4.455623638932593, 6415.76182715653, -1326.7803205962991)
(4.454177542356774, 6413.521223294083, -1326.780720773968)
(4.452867869986221, 6411.281447071815, -1326.7810572870076)
(4.451421773410402, 6409.042462109937, -1326.7815484141465)
(4.450157575774938, 6406.804250218556, -1326.7818940221332)
(4.448784238775261, 6404.566775017884, -1326.7822396301199)
(4.44738361693453, 6402.330154742231, -1326.7827216623118)
(4.446028469828889, 6400.094243872445, -1326.7830581753515)
(4.444664227776229, 6397.859087883262, -1326.7834674479673)
(4.443245416041464, 6395.624805008993, -1326.783822150901)
(4.441926648723893, 6393.3912406355375, -1326.7842859931989)
(4.440598786459304, 6391.158458427526, -1326.7847043607617)
(4.439198164618574, 6388.926449290011, -1326.7851045384305)
(4.437797542777844, 6386.695304172463, -1326.7854683363112)
(4.436551535036415, 6384.464859365835, -1326.78586851398)
(4.435105438460596, 6382.2352058195975, -1326.7862686916487)
(4.43376848124899, 6380.006352628698, -1326.7866052046884)
(4.432358764461242, 6377.778227033559, -1326.7870326671982)
(4.431130946613848, 6375.5509381735465, -1326.787405560026)
(4.429630280355923, 6373.324404194136, -1326.7877875478007)
(4.42832060798537, 6371.098634190275, -1326.7881968204165)
(4.426947270985693, 6368.873682731646, -1326.7885697132442)
(4.4256466935621575, 6366.649458868778, -1326.788988080807)
(4.424309736350551, 6364.42599898146, -1326.7893973534228)
(4.42287273472175, 6362.203375829267, -1326.7897702462506)
(4.4215448724571615, 6359.981507557677, -1326.7901977087604)
(4.42010787082836, 6357.760412356583, -1326.7906251712702)
(4.418870958033949, 6355.540099320933, -1326.7909616843099)
(4.417461241246201, 6353.3205411658855, -1326.7913436720846)
(4.416106094140559, 6351.101792461122, -1326.7918075143825)
(4.414805516717024, 6348.883734972333, -1326.7921349324752)
(4.4134503696113825, 6346.6665415035095, -1326.792571489932)
(4.412022462929599, 6344.450102915289, -1326.7929352878127)
(4.410730980453081, 6342.234464682406, -1326.7933536553755)
(4.409339453559369, 6340.01953585539, -1326.7936901684152)
(4.407993401400745, 6337.805434668553, -1326.794090346084)
(4.406701918924227, 6335.592033792636, -1326.7944632389117)
(4.405183062772267, 6333.379396892269, -1326.7948816064745)
(4.403991624712944, 6331.167696771445, -1326.7952726891963)
(4.402636477607302, 6328.9566696767, -1326.79562739213)
(4.401281330501661, 6326.746442937292, -1326.7959730001166)
(4.3999443732900545, 6324.536880129017, -1326.7964368424146)
(4.39856194134336, 6322.32814496092, -1326.7968188301893)
(4.3971886043436825, 6320.120173768373, -1326.797228102805)
(4.395888026920147, 6317.913021121058, -1326.7975464259507)
(4.394505594973452, 6315.706614259398, -1326.7980102682486)
(4.393150447867811, 6313.500998658128, -1326.7984013509704)
(4.391868060338311, 6311.296101557673, -1326.798701484222)
(4.390467438497581, 6309.092023002449, -1326.799174421467)
(4.389166861074045, 6306.888744802563, -1326.7995291244006)
(4.387757144286297, 6304.686176008545, -1326.7999020172283)
(4.386483851703815, 6302.484434854705, -1326.800311289844)
(4.385146894492209, 6300.283357631997, -1326.8006296129897)
(4.383691702969372, 6298.083108049468, -1326.8011025502346)
(4.382463885121979, 6295.883640632383, -1326.8014663481154)
(4.3810632632812485, 6293.6849371908465, -1326.8018847156782)
(4.379744495963678, 6291.48699772486, -1326.8022121337708)
(4.378389348858036, 6289.289785854635, -1326.8026850710157)
(4.377025106805377, 6287.093428909429, -1326.8030124891084)
(4.375760909169912, 6284.89775408525, -1326.803349002148)
(4.374387572170235, 6282.702870521462, -1326.803803749499)
(4.3729687604354694, 6280.508796407958, -1326.8041584524326)
(4.3717591324821115, 6278.315422605374, -1326.8045313452603)
(4.370340320747346, 6276.122867348022, -1326.8049951875582)
(4.369021553429775, 6273.93101240159, -1326.805331700598)
(4.367711881059222, 6271.739930525655, -1326.8056773085846)
(4.3663840187946334, 6269.54973085958, -1326.8060956761474)
(4.365028871688992, 6267.360213314532, -1326.8065231386572)
(4.363655534689315, 6265.171432460193, -1326.8068323668558)
(4.3623185774777085, 6262.983406486455, -1326.8072507344186)
(4.361027095001191, 6260.796262722579, -1326.8076327221934)
(4.359644663054496, 6258.609791984782, -1326.8080238049151)
(4.358362275524996, 6256.424076127587, -1326.8083239381667)
(4.357007128419355, 6254.239178815624, -1326.8087604956236)
(4.355688361101784, 6252.054981814581, -1326.8091879581334)
(4.35434230894316, 6249.871594263823, -1326.8094335217029)
(4.353005351731554, 6247.68895249872, -1326.8098791741068)
(4.351686584413983, 6245.50706561422, -1326.8103339214576)
(4.350267772679217, 6243.325933610322, -1326.8106522446033)
(4.3491490941960365, 6241.145565581974, -1326.811052422272)
(4.34761204815004, 6238.966052478645, -1326.811498074676)
(4.346375135355629, 6236.7871487367665, -1326.8118527776096)
(4.345074557932094, 6234.609054445173, -1326.8122165754903)
(4.343692125985399, 6232.431715034181, -1326.812616753159)
(4.34236426372081, 6230.255257833051, -1326.8129532661987)
(4.341063686297275, 6228.079437278211, -1326.8133443489205)
